age,income,buys_house
36,741529,0
36,1032643,0
63,1836336,1
56,405320,1
33,1191261,0
27,231346,0
56,1854060,1
29,566595,1
52,932484,1
31,1684012,1
28,1397590,1
53,1022805,0
43,1893487,1
45,1096445,0
28,1250592,0
42,1771771,1
24,1163813,0
60,731562,1
23,1225743,0
49,215748,1
61,1661967,0
49,1746502,1
54,1784690,0
54,1069440,1
48,853576,1
33,627345,0
35,1449657,0
43,616706,0
64,1092055,1
46,372507,0
24,1978953,0
46,720140,0
60,423023,1
29,1593826,0
25,1965813,1
52,1137302,1
40,1565358,0
31,1317648,1
35,1315885,1
52,1409542,0
48,701775,0
42,1635444,0
61,385639,0
37,1808190,1
46,910419,1
64,1632132,0
27,1860204,0
62,618810,1
46,504893,1
45,1940228,0
30,1891056,1
39,1060966,0
31,1500325,0
33,1824682,1
28,1786293,0
60,1830612,1
24,1821671,0
51,469284,0
48,1573946,1
31,962449,0
63,1656693,1
21,1075247,1
58,1531211,1
44,399888,0
51,366052,1
61,1755309,1
46,1475173,0
25,1256654,0
40,815942,0
61,329101,1
31,682737,0
53,1690496,1
58,741285,1
47,673026,0
54,856228,0
35,708715,1
52,619614,0
41,412650,0
25,559500,0
26,1624431,0
58,1007678,1
42,351633,1
38,1283088,1
34,1218064,1
30,425226,1
33,1457043,1
51,1044297,1
50,1141084,1
23,664175,0
50,1089825,1
26,796432,0
49,897845,0
28,1365939,0
64,512809,0
63,1974348,1
64,381675,0
53,1400686,1
37,817830,0
31,1087743,1
33,1738138,1
31,366964,1
51,594969,0
48,1212571,0
64,873356,0
26,1055243,1
61,1978219,1
36,1162715,1
24,316737,0
55,656036,1
46,462968,1
32,1655672,0
31,842006,0
57,528761,0
45,1522237,0
38,1925619,1
39,1658668,1
43,1613788,1
58,667018,0
38,1980655,1
46,679818,0
26,1458061,0
24,472126,0
64,619814,1
49,345711,1
54,1843074,1
37,1842716,1
63,1100050,1
63,1258271,0
36,1297158,1
22,1541814,0
54,1964571,1
28,1532907,0
33,1104445,0
62,853009,0
28,830971,0
50,719382,0
52,1817270,1
56,1208725,0
50,1160985,1
21,347049,0
63,1245323,1
59,1686631,1
37,1699666,0
40,1612160,1
44,435994,0
42,1960177,1
49,1453149,1
42,1979069,1
64,1309057,0
29,489884,0
57,1168147,1
30,1745309,1
56,1522601,0
57,1547716,1
48,887537,1
48,1895060,1
62,1810041,1
63,1314702,1
41,1567251,1
44,226119,0
62,842032,1
60,1365470,1
22,1407563,0
28,1644500,0
47,631965,0
42,1293565,0
57,1175648,1
47,1255129,0
49,1790745,1
23,201379,0
64,552935,0
33,1616384,1
30,269306,0
56,1661518,1
29,1492401,1
47,1126592,0
54,1676106,0
21,711030,0
52,1877376,1
45,478494,1
49,1748971,1
27,1348175,0
23,1854261,1
40,1590229,1
40,742057,1
50,902609,1
55,825872,1
55,1557085,1
59,512329,1
47,1906722,1
46,1375101,0
34,1643412,0
37,760591,0
38,1268165,1
49,1513602,1
40,380394,0
47,853524,1
38,617740,0
24,1219705,0
21,215861,0
21,815995,0
46,1564981,1
40,858197,1
43,536279,0
30,778668,0
31,829313,0
61,1953767,1
61,420421,1
25,1155759,0
21,1493073,1
37,1933456,1
42,1671333,1
54,1183276,1
61,244397,0
49,1063517,1
24,1050297,1
25,1669245,0
31,1704137,1
41,1087159,1
55,1654698,1
32,477132,0
46,1407371,0
39,758088,0
27,358502,0
27,1674327,0
46,399548,0
60,1506229,1
25,1825148,1
41,1829096,1
34,244420,0
24,1024142,1
43,1714289,0
62,816323,0
40,1682290,1
35,1017715,1
49,1445817,1
28,1189862,0
61,1966393,1
39,1498439,1
59,225968,1
48,1311084,0
47,960151,1
24,1967156,0
35,575579,0
55,1333942,1
57,1778602,1
21,1251674,1
23,1344000,0
44,928993,1
47,1851536,1
60,1548964,1
56,1912189,1
54,1373925,0
49,775257,0
44,815032,1
44,401495,0
62,317286,1
24,1161915,0
23,1323604,0
54,1118958,1
43,1135026,1
43,238575,0
25,1776056,0
51,1883980,1
61,1697060,1
26,1114306,0
57,805599,1
30,1127906,0
60,1196114,1
27,805069,0
59,1809391,1
58,776469,0
41,815760,1
40,1144506,0
23,1854083,1
42,1129964,1
24,319783,0
48,361554,0
32,1133951,1
58,379300,0
56,1856129,0
61,1298702,1
25,1303690,1
33,1604460,0
43,406422,0
50,913161,1
57,1000322,1
45,321284,1
47,1563202,1
34,1443045,1
56,1390866,1
59,1582311,1
36,812529,1
42,1021154,1
41,1035863,0
41,1431191,1
28,504144,0
36,1803785,0
51,1085697,0
62,1599467,1
30,361686,0
52,1965125,0
54,741889,0
29,1866196,1
37,1633974,1
31,926903,0
52,1709404,1
30,581148,1
42,1133796,0
37,1149014,0
24,490144,0
45,1379015,0
41,1488267,1
57,1367853,1
58,492527,0
21,1391433,1
45,1813774,1
56,1942964,1
37,1928791,1
61,1010713,1
44,1624558,0
22,729129,0
60,1345780,1
35,1308731,0
52,518457,0
59,1766529,1
26,985428,1
21,718985,0
43,1397091,1
59,1674042,0
37,1381570,1
54,1018408,1
61,867351,0
49,1352981,0
29,1826608,0
33,726761,0
26,863468,0
26,1801579,1
40,444826,0
23,1502432,1
37,963707,0
32,719637,0
21,625426,1
37,1232018,0
23,1576236,0
46,888722,0
35,1303180,0
56,708410,0
52,1253465,1
52,1993493,1
24,1060180,0
38,1018403,0
39,1823415,1
63,858561,1
55,1485806,1
60,436139,0
34,1881821,0
53,1338458,0
34,500102,0
54,1983187,1
24,1516401,1
44,301982,0
49,246870,1
39,413328,0
26,359224,0
53,1822925,0
60,388691,0
39,782523,0
21,1191244,0
25,1862937,1
47,1784081,1
36,510495,0
26,1020173,0
60,613870,0
33,1440962,0
55,1512128,1
39,721817,0
32,1815767,1
36,1988144,1
63,307042,0
30,968013,1
45,856578,0
40,1430220,1
51,1176302,1
24,1743473,0
64,584333,0
43,833556,1
22,1802969,1
42,1318210,0
57,1628146,0
28,338691,0
27,1653731,1
34,1266802,0
23,1273898,0
36,1134382,0
39,891572,1
38,294835,0
36,1503603,1
28,273079,0
53,1272522,1
32,1935676,1
31,1097165,0
25,1255829,1
47,279311,0
32,1019245,1
37,1181835,0
26,1145136,1
53,1559085,1
25,1840457,1
48,1154940,1
34,1398061,1
25,426833,0
53,762773,1
61,1447880,1
39,1097936,0
42,1781695,1
25,1726375,1
22,1562617,0
50,1253580,0
59,1556644,1
24,1663301,0
53,1237140,0
33,237170,0
40,1816419,1
27,1656454,1
35,1366691,1
43,1090648,1
34,1052362,0
43,378475,0
39,498509,1
49,1572908,1
40,1979996,1
49,560777,0
44,1144177,1
38,1312047,1
30,610372,1
61,1830151,1
28,594861,0
46,1569796,1
49,1736377,1
30,1889339,1
37,1192855,0
22,250151,0
26,1840248,1
25,562009,0
48,757829,0
61,272847,1
25,942459,0
38,411811,0
46,1037387,1
40,1126794,0
61,693570,1
47,1176446,1
32,1986603,1
27,623359,0
23,1142013,1
30,1598500,1
54,892101,1
45,1668690,1
55,717649,0
36,299919,0
22,1623574,1
44,1465322,1
30,1442596,0
58,1834632,1
42,1291838,1
46,1647298,0
63,744893,1
59,802878,0
47,490375,1
49,1852261,1
58,1325699,1
40,1597931,1
47,631838,0
61,1407540,1
40,1200783,1
64,1055742,0
39,368767,0
40,1908365,1
55,859966,0
22,1646270,0
50,1887244,1
54,1725608,0
42,895494,1
23,663179,0
26,356547,0
35,1052609,0
47,877090,0
30,1400761,0
29,1923947,1
53,255746,1
52,1946789,1
26,368393,0
61,483453,1
56,490320,0
22,793167,0
49,1840456,1
24,1595448,1
21,1468660,1
39,1970358,1
46,995016,0
45,848843,1
30,1604022,0
35,1108840,0
42,1791694,1
41,1465473,1
42,1063498,0
56,990023,0
54,1342454,1
50,1373983,1
45,841157,0
48,457716,0
21,1007827,0
24,1265314,1
27,1382279,1
29,1921841,1
56,1791920,1
39,1758817,1
21,1632376,1
30,839604,0
56,890807,1
29,1827282,1
62,1023622,1
52,226014,0
52,1246737,1
26,1976935,1
58,381350,1
37,1111995,0
30,988212,0
47,684859,1
55,914618,1
41,690339,1
45,242192,0
48,1176804,1
35,1091307,0
24,1208008,0
49,1609849,1
29,243923,0
47,1862060,1
46,1775259,1
39,1613169,1
48,1632467,1
37,952744,1
63,1657571,1
61,795316,0
62,1147226,1
40,1648903,0
60,966751,1
59,865344,0
43,1079608,0
52,1976264,1
53,1503891,1
25,1537644,0
63,645919,1
54,1543297,1
60,338783,0
31,1858412,1
23,1505864,1
53,1741661,0
31,695187,0
36,1897957,1
38,1484411,1
50,1600568,1
30,1454660,1
38,994686,0
58,587554,1
39,953315,0
56,670336,1
33,1123469,0
23,1456648,0
30,1496605,1
58,1457623,1
21,565169,0
47,330509,0
28,962072,0
62,1543683,0
37,727561,0
29,739618,0
26,352566,0
63,800710,1
45,1108521,0
59,203212,1
48,432131,0
53,676657,0
57,1860458,1
29,1380728,1
38,1543395,1
41,1270583,0
22,838093,0
63,1593361,1
58,1868679,1
60,1033247,0
56,525737,0
63,1760740,1
57,278038,1
35,1220998,1
48,1604619,0
38,990168,0
54,1265049,0
42,853059,1
31,1374377,0
33,1094030,0
24,810911,0
42,1756828,0
27,1473673,1
63,498964,0
44,1464509,1
24,1568309,0
48,921167,0
35,1529134,1
21,1638098,0
23,224220,0
34,784819,0
58,1620722,0
21,707409,0
58,897785,0
58,209387,0
41,445752,0
49,801103,0
25,751872,0
30,769071,0
48,1943745,1
41,909687,1
27,848782,0
23,1888678,0
40,450139,0
39,700228,1
55,1914793,1
24,1946197,1
25,1060020,0
21,1134499,1
24,1495085,0
32,213580,0
47,1791104,1
62,978639,1
43,1594166,1
45,668968,0
41,1090965,1
44,978559,1
45,1732239,0
52,628082,0
52,805262,0
25,1846265,0
56,413165,0
62,605427,1
62,652201,0
59,1412916,1
36,910731,0
53,504960,0
41,1338036,1
29,1554832,1
26,1299624,0
55,1979382,1
59,1381426,0
42,1726769,1
61,936200,0
25,1222805,0
62,1144793,0
43,506932,1
37,466891,1
32,1192326,1
43,724333,0
36,1212782,1
23,1780622,0
50,1111508,1
42,1927373,1
29,1923521,1
49,340926,0
57,383148,1
43,1043382,1
33,872709,0
52,1925284,1
43,1413944,0
37,694496,0
60,219455,0
41,934184,0
22,1713715,1
57,1480473,1
26,632509,0
64,1741222,1
38,812840,0
50,1032548,0
42,582605,1
53,764772,0
50,1147719,0
37,1592358,0
63,858764,0
52,368332,1
62,1349223,1
34,1838506,1
30,1984667,1
56,1032441,0
54,1210193,1
29,1377400,0
62,973202,0
48,1016037,0
31,1883743,1
34,1893691,1
59,467724,1
39,1101334,0
35,467544,0
48,1943579,1
44,951545,0
28,1245962,1
63,327319,0
29,712193,0
53,1727965,1
53,306960,0
39,239015,0
23,1582433,1
30,928165,0
60,1132478,1
62,345109,0
21,677508,0
49,1133671,1
54,1337330,0
33,421775,0
21,1553868,0
54,927513,0
49,876894,1
33,946355,1
49,1109222,1
59,1305455,1
44,319894,1
46,790127,0
37,1278332,0
27,868043,0
33,1429133,0
25,1477879,1
46,1652817,1
23,874075,0
27,1187601,0
59,691599,1
21,695283,0
37,817231,0
63,942476,0
45,348188,1
23,761032,0
35,324697,0
49,1729371,0
63,1888936,1
52,595340,1
46,436028,0
36,893411,1
45,1255752,1
48,1706610,0
29,713611,1
21,1398324,1
49,1293753,1
42,1732088,0
36,1359199,1
61,1773861,1
64,652546,0
61,1161273,1
27,696184,0
34,1234549,1
49,844467,1
39,447439,1
39,1196157,0
22,844691,0
61,295287,0
35,1368150,0
23,980751,0
31,1370085,1
50,1596167,1
60,1697757,0
38,1591864,1
22,1441165,1
52,556459,0
28,688720,0
42,1252666,1
26,1666737,1
32,203743,0
60,1279500,0
56,1389844,1
35,1878176,1
48,1579580,1
38,1158904,1
22,940537,0
33,1996954,0
35,429602,1
40,1591119,1
49,1035227,1
62,1037985,0
49,1757504,0
23,1352552,1
39,355183,0
23,1886430,1
34,1506019,1
60,1892832,1
24,261600,0
31,774310,0
51,1907135,1
63,1037329,1
52,1024470,1
47,323323,0
50,1434686,0
63,1893142,1
22,1097486,0
29,1518617,1
48,788829,0
51,1355544,1
54,1787756,1
35,1125775,0
45,1273391,0
56,1032044,1
28,1675149,1
29,668304,1
57,1002699,1
59,1004700,0
52,838751,0
37,664151,0
55,1081779,1
57,1439308,0
39,1445175,1
64,394451,0
49,556686,0
27,896631,0
48,1577332,0
29,338307,0
48,1337333,0
26,609633,0
49,1084507,0
37,496753,0
36,1089217,1
43,1502776,1
51,1151406,0
23,1796509,0
41,1704665,1
46,1968494,1
56,524377,1
62,1622163,0
57,1403049,1
42,994203,1
62,1716243,1
32,672650,0
62,660665,1
33,564745,1
31,1734396,1
36,1643734,1
28,1924324,1
60,1111656,0
60,807539,0
22,781330,1
50,1040172,0
50,396945,0
32,1819888,1
30,1927386,1
64,1829829,1
31,472201,0
35,948609,1
36,995415,1
37,592613,0
46,744283,1
22,314587,1
32,1481652,0
46,946988,0
43,670897,0
38,1287462,1
52,1599745,1
58,689788,0
23,295149,0
58,818308,1
23,1775537,1
50,1152394,0
21,223466,0
50,437626,0
52,1758542,1
48,1823270,0
41,596904,0
33,1842148,0
47,960006,0
56,1101011,1
27,1786529,1
42,744929,1
30,625716,1
59,760085,1
35,1988702,1
35,1556670,1
24,1115986,1
52,1875203,1
43,1886295,1
26,1480851,0
44,602854,0
40,868582,1
57,381136,1
40,1416658,1
32,1501877,1
53,742383,0
48,1372130,1
28,594655,0
21,1112046,0
57,678766,0
42,1122879,1
26,1861887,0
41,1880045,1
52,422310,1
55,1007032,0
35,699344,1
25,1949033,0
26,1096366,0
45,1826140,1
60,1691909,0
49,640187,1
27,469072,0
60,1205520,0
33,405719,0
58,896248,1
38,1998961,0
22,1947768,0
28,316196,0
31,1257980,0
53,1675431,1
58,1982054,1
47,653814,0
40,1886051,1
32,1096881,0
63,1800548,1
51,1841455,1
47,1630541,0
52,933082,0
30,464826,0
23,1359762,1
47,967469,0
55,1794696,0
51,1789861,1
35,1545360,0
36,1718674,1
33,1289067,0
55,1311619,1
31,1098607,1
41,1377144,1
31,1624970,1
50,1845589,1
55,328131,0
42,1294096,0
58,525063,0
51,834157,1
34,788730,0
44,1401418,1
52,567390,1
56,1951434,1
52,1620407,0
35,722485,1
63,847735,0
55,1834341,1
23,724532,0
36,1150292,0
25,1212845,1
41,650953,0
30,1426137,1
39,1114394,0
45,1057735,1
24,1539110,0
49,734535,1
39,1448699,0
63,1963655,1
22,1676470,0
30,1240673,0
63,681018,0
45,1455934,1
40,1016015,0
39,716456,0
43,1387724,1
44,1135510,1
31,1394699,0
54,597530,1
48,752958,1
25,1742549,0
25,1185055,1
41,1258812,0
32,235568,0
24,1880191,1
62,455745,0
40,572332,0
58,685119,1
45,478496,1
34,1898585,1
31,459291,0
52,638866,1
31,603562,0
38,880516,0
47,255904,1
38,1108573,0
43,478252,1
31,722247,1
41,989285,0
64,546300,1
25,466320,0
43,824747,0
61,1667712,1
45,1434498,0
61,1386477,1
30,323225,0
42,693406,0
39,421738,0
21,1104890,0
27,1883757,1
24,1060359,0
21,678076,0
35,442726,1
60,1551387,0
32,921202,0
42,1677635,1
42,906168,1
37,1672335,1
49,665996,1
34,1255187,1
40,1598962,1
53,971812,1
63,1543763,1
35,336343,1
32,1059299,0
60,539233,1
40,1045177,0
50,1738668,1
58,1179581,1
23,1438767,1
48,1915509,1
46,1925345,0
50,1072402,0
33,1535184,1
33,1497796,0
22,1684632,0
57,1166289,1
58,842811,0
22,1793526,1
56,1004660,0
46,785009,0
31,862746,0
28,993294,0
64,764396,1
60,291788,0
63,668239,1
42,444437,0
40,1066572,0
28,1200467,0
49,882561,1
60,249966,1
46,385846,1
50,1521106,0
37,801516,0
40,1239524,1
36,1394873,1
63,1658485,0
27,1582917,0
36,243021,0
47,581059,0
43,349333,0
44,620594,0
29,1103606,0
55,976934,0
40,286755,0
57,1129441,0
62,1314906,1
37,902726,1
51,1058754,0
28,769601,0
35,434729,0
51,957071,0
50,1537752,0
40,1733755,1
59,348430,0
32,1241431,0
37,1606046,0
62,1596877,0
50,642037,0
49,228365,0
39,1523909,0
31,1718541,1
54,1780112,1
27,1252945,0
64,656979,1
54,1696271,1
40,565863,0
58,1420531,1
44,1805919,0
30,1972667,1
52,1627400,1
35,469594,1
57,1382573,0
40,673267,0
23,250272,0
57,1253886,1
60,1280393,1
28,1756926,1
60,686160,1
64,1686320,1
43,1173283,0
60,940176,1
31,282641,0
28,1988019,1
49,1980246,1
50,1788321,1
30,242311,0
59,1400534,1
48,1718904,1
56,1692669,1
33,1896437,0
52,559571,0
56,1412910,1
57,593238,1
46,987560,1
42,1852386,1
24,1411970,1
51,248929,1
38,805984,0
58,577389,1
44,996240,1
43,1868012,0
42,646098,0
22,1008157,0
51,1583254,1
31,1550670,1
48,1992890,0
52,283576,0
25,220557,0
58,746113,1
30,1519718,1
60,236080,0
44,1437445,1
55,1919738,1
64,693844,1
43,1815271,1
37,1368859,1
21,213338,0
51,800577,0
51,1713312,1
62,1922831,1
62,378982,0
54,1357943,0
29,528042,0
42,1120958,0
33,1890350,1
45,1597260,1
38,1743351,0
32,1987073,1
60,643853,1
37,860709,0
35,1026395,1
62,1193087,1
35,1649542,1
35,557073,0
59,1926399,1
33,799223,0
37,1962728,1
52,1000118,1
29,1748131,1
60,1312104,1
40,1872675,1
46,708907,1
47,1533507,0
41,1132280,1
38,577757,1
33,1212567,0
36,912787,0
29,1353463,1
32,1309662,1
64,1088663,1
58,1504070,1
39,708889,0
27,1836172,0
55,477941,0
38,1516022,0
36,656388,0
59,762347,1
24,331980,0
45,1964188,1
52,1722451,1
60,343949,0
33,476383,0
37,1204475,0
57,227313,0
26,1218394,0
39,1290679,0
33,379480,0
46,1725043,0
34,1337347,0
51,1374804,1
24,291665,0
59,996966,1
28,1858931,0
45,997399,1
33,937351,1
52,1051995,0
58,470804,1
58,1629391,1
48,684091,1
50,329909,0
23,1681615,1
48,649058,0
23,340688,0
54,1324552,1
36,1428386,1
42,1523827,0
52,1965340,1
58,1867046,1
28,1078219,0
28,479087,0
26,1289301,0
34,734398,1
52,698864,1
55,1527182,0
30,1589952,1
23,909441,0
32,646015,1
51,790855,1
49,682517,1
25,1955160,1
45,1638145,1
61,1042495,1
51,1361970,0
41,348940,0
40,1193477,1
59,543133,0
42,1270798,0
24,279794,0
33,1836788,1
62,824142,1
40,984326,0
33,1041081,0
37,565130,1
56,968103,0
53,1070181,0
21,433127,0
35,704434,0
33,1389871,0
37,1427814,0
44,239369,0
28,1072811,0
47,1919527,1
43,533862,1
28,910595,0
28,470114,0
46,247922,1
33,1742190,0
59,1017187,1
57,1227903,1
48,845214,0
45,219416,0
36,213672,1
22,676684,0
38,328145,0
37,902356,1
50,200064,0
59,268835,1
33,1450033,1
52,1496371,0
49,1652847,0
50,549738,0
38,841204,1
33,1051098,1
63,1443922,0
41,1104726,0
50,1521586,1
41,1252465,1
37,1366770,1
60,1373290,1
39,1165730,0
35,1804199,0
29,1299123,0
30,357234,1
64,944809,0
51,880047,0
43,473139,0
50,649704,1
53,1251207,1
29,337039,0
21,1074726,1
64,1597998,1
55,788759,0
31,499260,1
54,1676019,1
36,1905878,0
29,771952,0
52,883429,0
35,1335918,0
32,214407,0
53,1362502,1
34,521345,0
28,1066525,0
28,647564,1
47,1985917,1
32,1790742,1
21,283100,0
63,1697212,1
60,694308,0
62,1471635,1
31,1816032,0
59,1498972,1
63,517006,0
51,1207126,1
37,1199529,0
53,228004,0
52,1006903,1
49,724252,1
41,816108,1
41,1439815,1
60,1875093,1
43,677044,0
26,1051740,1
42,1594689,1
58,1263144,1
57,1228464,1
28,1782330,0
61,1470705,1
55,1830188,1
31,1088640,0
44,346539,0
41,1215059,0
22,1848819,1
60,347748,0
39,1343367,0
59,886874,1
48,1095150,1
37,746938,1
26,550434,0
39,1326277,1
58,429164,1
48,1701611,1
22,805266,0
58,1777724,1
57,859089,0
24,755639,1
42,1754496,0
46,1573464,1
63,879706,1
56,1106630,1
33,1060587,0
52,1370025,1
37,800988,1
61,959774,1
56,1506147,1
39,663506,1
55,637509,1
60,916696,0
48,1008094,1
21,1779272,0
62,1944339,1
38,463369,0
60,1129700,1
53,663002,1
32,1395020,1
28,981608,0
44,1790143,1
36,1358977,0
24,1475377,0
58,971668,1
64,1752151,1
47,369259,0
29,447145,0
36,510625,1
32,883835,0
51,1293128,1
44,399041,0
34,1456182,1
45,986157,1
54,1648650,1
23,929846,0
44,274474,0
62,487312,1
29,1804963,1
46,402252,0
40,1572175,0
60,778528,1
30,536940,0
39,1632901,1
23,452051,0
44,1350187,1
25,1830910,0
23,216488,0
47,1438489,1
36,580665,0
35,908029,0
55,866205,1
32,1939995,1
61,1266970,1
64,1080425,1
46,1425554,1
54,1307908,1
43,1416953,1
51,1291204,1
40,1007784,0
32,1728474,0
43,1069403,0
24,1300569,0
43,1419034,1
21,1089459,0
45,1174128,0
22,650281,1
50,1106644,1
23,678720,0
41,706357,0
45,1257115,1
40,332335,0
42,1655097,0
41,1141902,0
53,1488886,0
58,1215120,1
35,1455449,1
35,1559827,0
45,1149656,0
41,686476,1
44,1148128,0
25,1115672,0
26,1610375,1
63,780420,1
64,305494,0
43,1474573,0
24,788085,0
47,1300374,0
38,1920586,1
41,1667806,0
48,1849285,0
55,1518154,1
42,1016460,0
60,1839422,1
43,267573,0
23,853761,1
60,667508,1
30,1239970,0
45,1425974,1
28,545123,0
31,1217232,0
25,990555,0
57,478747,1
58,528085,1
49,242597,0
25,1967174,1
29,1070670,0
22,635935,0
21,1995722,1
60,1552471,1
50,286978,0
31,1528413,0
48,1731333,1
64,1417345,1
32,556668,1
59,560013,0
46,885352,0
33,1574545,1
28,864882,0
48,1641195,1
50,438078,0
29,1488716,0
59,1916057,1
51,1896235,1
41,1656011,1
54,988049,1
51,243016,0
45,643888,0
32,1534996,1
21,1582960,1
42,1092724,0
60,1435383,1
57,1790823,1
21,1801386,0
21,1697879,1
62,1651745,1
62,226567,0
41,1702315,1
35,1311284,0
37,326206,0
42,746848,0
58,1831254,0
55,1898636,1
36,661365,1
28,1154164,0
37,1555824,1
37,1830669,1
46,436109,0
33,695951,0
37,1535216,0
58,1987237,1
37,291257,0
34,1252091,1
26,728742,0
55,437145,1
34,222873,0
28,1524447,1
35,1901240,1
47,793358,0
33,1897428,0
51,428497,1
55,841501,1
26,905339,0
25,1798329,1
42,1433548,0
43,784087,0
45,710237,0
54,820417,0
46,1663122,1
25,1912238,0
46,1207470,1
40,569432,1
26,443761,0
26,1190221,0
38,442821,0
24,1261451,1
37,1800083,0
34,1022614,0
34,1984477,0
33,635485,0
27,541925,0
64,1255033,1
35,1124253,1
39,1281640,0
63,1888120,1
64,1084729,1
55,1458303,1
37,360353,0
55,1485463,1
39,625037,0
40,959129,1
56,1142151,0
55,1842782,1
52,1461633,1
64,676015,1
60,1076611,0
44,537088,0
37,1337718,0
27,227603,0
63,270605,0
21,1530343,0
55,768728,1
52,555970,1
56,489604,0
33,414117,0
26,1986741,1
34,1715303,0
57,1358949,1
35,1515590,1
24,1267485,0
60,1519837,0
36,449975,0
48,818214,1
36,637538,0
24,327463,0
46,1350112,1
48,1006560,1
52,1500557,1
22,1739109,0
51,1579721,1
23,986872,0
28,380685,0
44,1896355,1
35,1745851,1
63,1399195,1
51,1854526,0
29,960416,0
59,1248581,0
22,1482728,0
28,1517758,1
27,1729451,1
64,1063018,1
59,1644398,1
62,1002914,1
36,954189,0
55,1451521,1
50,1806812,1
30,1600707,1
58,422873,1
38,422322,0
25,220875,0
49,1523777,1
59,232400,0
54,664674,0
63,268607,1
43,1538223,1
25,1665557,1
50,1349672,0
26,1236970,0
64,1819476,1
24,1084750,0
49,1510114,1
43,284335,0
26,563133,0
52,817300,1
62,281748,1
38,886779,0
35,1313771,1
60,929055,1
52,1862710,0
29,826692,1
57,501286,0
30,985608,0
40,1320116,0
26,1942225,1
23,1587668,1
62,1260331,1
31,1628705,1
63,1857417,1
37,334962,0
52,456760,0
24,1265751,0
24,1052119,0
37,1071415,1
61,681503,1
39,950071,1
25,1928224,1
52,246629,0
42,1889643,0
26,1427448,0
55,892727,0
42,1719546,1
21,1579233,0
40,1855626,0
42,1408670,1
31,1973265,1
33,1176918,1
62,1306517,0
23,1554193,1
29,910958,0
32,1264616,1
43,1318382,0
34,1917222,0
53,400211,0
38,836364,1
61,255916,1
29,872960,0
43,595507,1
30,1654915,1
39,990243,0
25,755564,1
43,385217,1
50,1067481,1
45,401750,0
48,1468430,0
54,946403,0
45,1144218,0
30,911045,0
34,1916130,0
62,1583782,1
50,1399010,0
61,770569,1
45,1180317,0
34,1031284,0
55,986408,1
54,704869,1
30,1951772,0
55,1777459,1
31,820218,1
31,1395050,0
41,1243302,0
41,461745,0
42,1969219,1
27,1603396,1
37,1205635,1
22,1946659,0
32,1430970,0
62,1950700,1
38,1666703,1
31,946648,0
36,1306698,1
38,1207260,0
55,954849,0
46,1481237,0
36,1901773,1
26,465591,0
64,384215,1
63,1259238,0
62,1704793,1
32,1831146,1
33,598115,0
24,1015014,1
59,1840335,1
22,1896377,0
46,1421861,1
47,1880442,1
47,1856069,0
35,1060513,0
28,1092215,1
27,434631,0
60,283805,1
32,1373274,0
33,368902,0
63,1124570,1
37,1259288,1
37,1592247,0
56,1115885,1
41,1899752,1
28,718680,1
25,396437,0
46,1860049,1
36,561995,1
56,1672598,1
48,1785074,1
49,236972,0
32,961254,1
57,496280,0
50,637513,0
43,1002377,1
36,950561,0
34,1589900,0
30,1581173,0
27,1071836,1
57,1130728,1
49,1251628,1
23,489416,1
35,1551870,1
56,951564,1
39,348388,0
33,1695181,1
62,1911176,1
41,1083527,1
57,1579494,1
47,1029607,1
49,593781,0
40,1204802,1
45,1188598,0
26,1264951,0
56,749998,1
22,1953831,0
42,978912,1
52,1194143,1
36,870534,1
38,1617746,1
25,680545,1
56,227597,1
50,1585009,0
39,631613,1
43,1150573,1
54,1334263,0
33,318968,0
63,1813138,1
49,1716029,1
56,403570,1
42,1679989,1
56,1821498,0
29,1016473,0
59,1124752,1
39,547509,0
58,1119707,1
26,1038418,0
35,497391,0
40,1630264,1
29,406994,0
52,980768,0
24,1642226,0
38,1835846,1
25,832822,0
40,889834,0
43,1535364,1
31,762781,0
57,545968,0
42,714922,0
24,1121463,0
49,1033721,1
64,632809,0
54,632331,0
33,966505,1
62,1926476,1
29,497625,0
62,426577,0
51,1849961,1
27,1009010,1
24,1130291,0
39,1582768,1
62,714771,1
50,383951,0
51,341668,1
55,1702461,1
41,613146,0
51,379022,0
39,1082169,0
51,1529407,1
52,646049,1
22,1371116,0
30,891349,1
22,1016615,0
22,1531478,0
44,1905018,1
37,962301,0
52,820656,1
36,1818755,1
36,246901,1
59,1725304,1
51,566056,0
63,795350,0
44,689838,0
21,1925499,1
31,595991,0
41,1752104,1
24,1767725,0
27,1004406,1
46,1926324,1
32,804879,0
51,1501566,1
37,480759,1
53,1155390,1
31,222838,0
48,1551448,1
52,1889113,1
21,802288,0
48,1563518,0
62,1223404,1
27,665992,0
22,344608,0
62,336772,0
44,894199,0
24,996680,0
64,1293867,1
39,415963,1
46,1374188,1
31,1790041,1
60,1661275,1
63,243815,1
31,1024965,1
23,304997,0
32,1309187,1
23,811530,0
62,617876,1
47,910463,0
22,567057,0
36,242082,0
22,347330,0
50,827901,0
40,1084747,1
58,1076122,0
48,295220,0
45,1788253,1
52,291860,0
30,883045,0
62,1701012,1
60,1144699,1
53,221797,0
33,1083601,1
61,790620,0
62,960943,0
57,1473573,1
36,656123,0
42,1648980,1
40,485840,1
63,1250600,1
47,629201,1
61,861944,1
36,1601718,0
54,358116,1
52,981627,1
46,467429,1
45,656331,0
22,993802,1
32,217903,0
60,887859,0
29,1009427,0
